Atom_idx, Charge
0, 0.00854212587123346
1, -0.35138679501082243
2, 0.00854212587123346
3, 0.2086847180796838
4, -0.278710379440497
5, 0.045690769047963514
6, 0.045690769047963514
7, 0.045690769047963514
8, 0.045690769047963514
9, 0.045690769047963514
10, 0.045690769047963514
11, 0.13018359034138752

#Total charge = 5.551115123125783e-17
